+-------------------------------+-------+----------+---------------+
| Batsman                       | Runs  | Hundreds | Runs/Hundreds |
| Duminda Perera                | 1034  | 9        | 114.88        |
| Cliff Walker                  | 919   | 8        | 114.87        |
| Gerald Smithson               | 919   | 8        | 114.87        |
| Edward Dowson                 | 919   | 8        | 114.87        |
| Graham Roope                  | 2986  | 26       | 114.84        |
| Chris Wilkins                 | 2065  | 18       | 114.72        |
| Evan Gray                     | 688   | 6        | 114.66        |
| Nigel Llong                   | 688   | 6        | 114.66        |
| Abhimanyu Chauhan             | 688   | 6        | 114.66        |
| Ghaffar Kazmi                 | 1261  | 11       | 114.63        |
| Emmott Robinson               | 802   | 7        | 114.57        |
| Nadif Chowdhury               | 802   | 7        | 114.57        |
| Shane Dowrich                 | 802   | 7        | 114.57        |
| Shaun Pollock                 | 687   | 6        | 114.50        |
| David Joseph                  | 687   | 6        | 114.50        |
| Charles de Trafford           | 687   | 6        | 114.50        |
| Salim Durani                  | 1603  | 14       | 114.50        |
| Sairaj Bahutule               | 1030  | 9        | 114.44        |
| Simon O'Donnell               | 801   | 7        | 114.42        |
| Chris Hartley                 | 1144  | 10       | 114.40        |
| Guy Willatt                   | 1487  | 13       | 114.38        |
| Michael Willett               | 915   | 8        | 114.37        |
| Jack Russell                  | 1258  | 11       | 114.36        |
| Derek Morgan                  | 1029  | 9        | 114.33        |
| Ridley Jacobs                 | 1943  | 17       | 114.29        |
| Godfrey Evans                 | 800   | 7        | 114.28        |
| Peter Marner                  | 2057  | 18       | 114.27        |
| Jasvir Singh                  | 1028  | 9        | 114.22        |
| Louis Tancred                 | 1256  | 11       | 114.18        |
| Assad Fudadin                 | 685   | 6        | 114.16        |
| Anil Kumble                   | 799   | 7        | 114.14        |
| Pasan Wanasinghe              | 913   | 8        | 114.12        |
| Roger Kimpton                 | 913   | 8        | 114.12        |
| Tanmay Agarwal                | 913   | 8        | 114.12        |
| Ijaz Faqih                    | 1483  | 13       | 114.07        |
| Tony Penberthy                | 1140  | 10       | 114.00        |
| Steve Rixon                   | 684   | 6        | 114.00        |
| Alfred Glover                 | 798   | 7        | 114.00        |
| Gokul Inder Dev               | 798   | 7        | 114.00        |
| Ramesh Powar                  | 798   | 7        | 114.00        |
| Ali Azmat                     | 798   | 7        | 114.00        |
| Ross Morgan                   | 912   | 8        | 114.00        |
| Ryan Broad                    | 912   | 8        | 114.00        |
| Pieter Strydom                | 1026  | 9        | 114.00        |
| Ben Hutton                    | 2052  | 18       | 114.00        |
| Adrian Aymes                  | 911   | 8        | 113.87        |
| Chris Cowdrey                 | 2391  | 21       | 113.85        |
| Peter Arnold                  | 797   | 7        | 113.85        |
| Saleem Yousuf                 | 683   | 6        | 113.83        |
| Jahmar Hamilton               | 683   | 6        | 113.83        |
| William Rashleigh             | 1024  | 9        | 113.77        |
| Arthur Gilligan               | 1365  | 12       | 113.75        |
| Glen Addicott                 | 1023  | 9        | 113.66        |
| Irosh Samarasooriya           | 909   | 8        | 113.62        |
| Joe Hulme                     | 1363  | 12       | 113.58        |
| Brian Taylor                  | 1022  | 9        | 113.55        |
| Walter Robins                 | 1249  | 11       | 113.54        |
| Mark Chilton                  | 2384  | 21       | 113.52        |
| Horace Dales                  | 908   | 8        | 113.50        |
| Dammika Gunawardene           | 680   | 6        | 113.33        |
| Tom Blundell                  | 1133  | 10       | 113.30        |
| Phil Slocombe                 | 793   | 7        | 113.28        |
| Peter Smith                   | 906   | 8        | 113.25        |
| Fred Titmus                   | 679   | 6        | 113.16        |
| Ram Singh                     | 679   | 6        | 113.16        |
| John Francis                  | 679   | 6        | 113.16        |
| Anil Rideegammanagedera       | 679   | 6        | 113.16        |
| Prem Bhatia                   | 679   | 6        | 113.16        |
| Nasim-ul-Ghani                | 792   | 7        | 113.14        |
| Ryan Canning                  | 1018  | 9        | 113.11        |
| Daryl Mitchell                | 1130  | 10       | 113.00        |
| Anwar-ul-Haq                  | 1469  | 13       | 113.00        |
| Cam Fletcher                  | 678   | 6        | 113.00        |
| John Emburey                  | 791   | 7        | 113.00        |
| Harry Sharp                   | 1130  | 10       | 113.00        |
| Zafar Ahmed                   | 677   | 6        | 112.83        |
| Michael Doherty               | 1354  | 12       | 112.83        |
| Michael Brown                 | 1015  | 9        | 112.77        |
| Akbar Badshah                 | 902   | 8        | 112.75        |
| Frederick Seabrook            | 902   | 8        | 112.75        |
| Damitha Hunukumbura           | 1014  | 9        | 112.66        |
| Matthew Fleming               | 1239  | 11       | 112.63        |
| Ijaz Ahmed                    | 788   | 7        | 112.57        |
| David Bairstow                | 1125  | 10       | 112.50        |
| Milkha Singh                  | 900   | 8        | 112.50        |
| Sydney Rippon                 | 675   | 6        | 112.50        |
| Thomas Walker                 | 675   | 6        | 112.50        |
| George Tribe                  | 787   | 7        | 112.42        |
| John Shuter                   | 899   | 8        | 112.37        |
| Charles Rowe                  | 674   | 6        | 112.33        |
| Nasiruddin Faruque            | 674   | 6        | 112.33        |
| Mike Edwards                  | 1348  | 12       | 112.33        |
| Jeremy Lloyds                 | 1123  | 10       | 112.30        |
| Malcolm Marshall              | 786   | 7        | 112.28        |
| John Pretlove                 | 1122  | 10       | 112.20        |
| Albert Hornby                 | 897   | 8        | 112.12        |
| Sajjad Ahmed                  | 672   | 6        | 112.00        |
| Jack Holmes                   | 672   | 6        | 112.00        |
| Pervez Shah                   | 784   | 7        | 112.00        |
| Mervyn Winfield               | 784   | 7        | 112.00        |
| Peter Walker                  | 1455  | 13       | 111.92        |
| Uwe Birkenstock               | 671   | 6        | 111.83        |
| Aaley Haider                  | 671   | 6        | 111.83        |
| Haseeb Hameed                 | 893   | 8        | 111.62        |
| Nigel Haig                    | 1339  | 12       | 111.58        |
| George Thompson               | 1004  | 9        | 111.55        |
| Ian Hall                      | 1004  | 9        | 111.55        |
| Arthur Turner                 | 1227  | 11       | 111.54        |
| Sid Carroll                   | 669   | 6        | 111.50        |
| Naishad Baxi                  | 669   | 6        | 111.50        |
| Duminda Wickramasinghe        | 669   | 6        | 111.50        |
| Geoff Davies                  | 668   | 6        | 111.33        |
| Harold Stephenson             | 779   | 7        | 111.28        |
| John Birch                    | 667   | 6        | 111.16        |
| Robin Peterson                | 667   | 6        | 111.16        |
| Harry Graham                  | 778   | 7        | 111.14        |
| Alan Davidson                 | 1000  | 9        | 111.11        |
| Mohammad Ashraf               | 888   | 8        | 111.00        |
| Deon Jordaan                  | 888   | 8        | 111.00        |
| Bertie Buse                   | 777   | 7        | 111.00        |
| Damith Perera                 | 665   | 6        | 110.83        |
| Ravichandran Ashwin           | 774   | 7        | 110.57        |
| Maurice Hill                  | 772   | 7        | 110.28        |
| Alexander Wilkinson           | 882   | 8        | 110.25        |
| Keith Barker                  | 661   | 6        | 110.16        |
| Nadeem Abbasi                 | 661   | 6        | 110.16        |
| Kommireddi Murthy             | 771   | 7        | 110.14        |
| Ben Harmison                  | 771   | 7        | 110.14        |
| Azhar Shafiq                  | 1211  | 11       | 110.09        |
| Muthumudalige Pushpakumara    | 770   | 7        | 110.00        |
| James Middlebrook             | 1099  | 10       | 109.90        |
| Ben Lilley                    | 769   | 7        | 109.85        |
| Chris Old                     | 659   | 6        | 109.83        |
| Jimmy Sinclair                | 658   | 6        | 109.66        |
