+------+-------------------------------+---------+--------+-------+
| Rank | Batsman                       | Average | Others | Ratio |
| 3306 | Jake Doran                    | 28.80   | 28.63  | 1.005 |
| 3307 | Geoff Cook                    | 29.76   | 29.59  | 1.005 |
| 3308 | Naeem Ahmed                   | 28.85   | 28.69  | 1.005 |
| 3309 | Trevor Chappell               | 29.55   | 29.39  | 1.005 |
| 3310 | Chris Gladwin                 | 26.78   | 26.63  | 1.005 |
| 3311 | Tom Reddick                   | 30.54   | 30.38  | 1.005 |
| 3312 | Lord Hawke                    | 20.15   | 20.05  | 1.004 |
| 3313 | Deryck Murray                 | 28.28   | 28.15  | 1.004 |
| 3314 | Salahuddin Rana               | 25.47   | 25.36  | 1.004 |
| 3315 | Ian Greig                     | 28.72   | 28.59  | 1.004 |
| 3316 | Louis Stricker                | 22.90   | 22.80  | 1.004 |
| 3317 | Will Bragg                    | 30.17   | 30.04  | 1.004 |
| 3318 | Hanif-ur-Rehman               | 27.30   | 27.19  | 1.004 |
| 3319 | Javed Mansoor                 | 26.05   | 25.95  | 1.003 |
| 3320 | Jimmy Sinclair                | 21.55   | 21.46  | 1.003 |
| 3321 | Jack Platts                   | 12.85   | 12.80  | 1.003 |
| 3322 | Naeem Ashraf                  | 26.16   | 26.07  | 1.003 |
| 3323 | James Faulkner                | 30.91   | 30.81  | 1.003 |
| 3324 | Stephen Adshead               | 31.46   | 31.37  | 1.002 |
| 3325 | Rajindra Chandrika            | 25.30   | 25.22  | 1.002 |
| 3326 | Chanaka Withanage             | 23.15   | 23.08  | 1.002 |
| 3327 | Mark Crawley                  | 32.48   | 32.39  | 1.002 |
| 3328 | Joubert Strydom               | 25.90   | 25.83  | 1.002 |
| 3329 | Mike Powell                   | 31.60   | 31.51  | 1.002 |
| 3330 | Richard Twining               | 22.96   | 22.91  | 1.002 |
| 3331 | Tanveer Haider                | 31.25   | 31.18  | 1.002 |
| 3332 | Billy Oates                   | 22.94   | 22.89  | 1.002 |
| 3333 | Jannisar Khan                 | 24.14   | 24.09  | 1.001 |
| 3334 | Faisal Qureshi                | 24.69   | 24.64  | 1.001 |
| 3335 | Lionel Hedges                 | 22.20   | 22.17  | 1.001 |
| 3336 | George Bean                   | 20.70   | 20.67  | 1.001 |
| 3337 | Livingstone Walker            | 23.01   | 22.98  | 1.001 |
| 3338 | Frederick Greenfield          | 16.76   | 16.74  | 1.001 |
| 3339 | Frank Laver                   | 25.04   | 25.01  | 1.001 |
| 3340 | Ion Campbell                  | 24.37   | 24.34  | 1.001 |
| 3341 | Stephen Titchard              | 30.92   | 30.90  | 1.000 |
| 3342 | Thushara Madanayake           | 21.60   | 21.59  | 1.000 |
| 3343 | Bill Lockwood                 | 21.96   | 21.95  | 1.000 |
| 3344 | Matthew Fleming               | 30.18   | 30.17  | 1.000 |
| 3345 | Reece Young                   | 30.28   | 30.28  | 1.000 |
| 3346 | Adil Rashid                   | 32.48   | 32.48  | 0.999 |
| 3347 | Bevan Bennett                 | 25.56   | 25.56  | 0.999 |
| 3348 | Tim Paine                     | 30.16   | 30.16  | 0.999 |
| 3349 | Amal Dalugoda                 | 24.46   | 24.46  | 0.999 |
| 3350 | Hemal Watekar                 | 28.15   | 28.16  | 0.999 |
| 3351 | Paul Todd                     | 26.79   | 26.80  | 0.999 |
| 3352 | Manisankar Murasingh          | 27.48   | 27.50  | 0.999 |
| 3353 | Bill Barron                   | 25.51   | 25.53  | 0.999 |
| 3354 | Charles Harenc                | 9.51    | 9.52   | 0.999 |
| 3355 | Carl Cachopa                  | 31.57   | 31.59  | 0.999 |
| 3356 | Deep Dasgupta                 | 29.92   | 29.94  | 0.999 |
| 3357 | Imranullah Aslam              | 27.16   | 27.18  | 0.999 |
| 3358 | Harry Birrell                 | 26.58   | 26.61  | 0.998 |
| 3359 | Anton Ferreira                | 28.68   | 28.71  | 0.998 |
| 3360 | David Howell                  | 26.05   | 26.08  | 0.998 |
| 3361 | Mahmood Rasheed               | 24.68   | 24.71  | 0.998 |
| 3362 | Jack Richards                 | 28.21   | 28.25  | 0.998 |
| 3363 | Grant Bradburn                | 27.81   | 27.86  | 0.998 |
| 3364 | Ron Maudsley                  | 23.98   | 24.04  | 0.997 |
| 3365 | Cyril Wells                   | 22.02   | 22.07  | 0.997 |
| 3366 | Peter Swart                   | 25.60   | 25.67  | 0.997 |
| 3367 | Joseph Brain                  | 19.50   | 19.55  | 0.997 |
| 3368 | Remembrance Nyathi            | 26.10   | 26.18  | 0.997 |
| 3369 | Tama Canning                  | 27.62   | 27.70  | 0.997 |
| 3370 | Julien Wiener                 | 30.32   | 30.41  | 0.997 |
| 3371 | Harry Winrow                  | 29.80   | 29.89  | 0.996 |
| 3372 | Gilbert Dawson                | 26.43   | 26.52  | 0.996 |
| 3373 | Colin Ingleby-Mackenzie       | 24.35   | 24.45  | 0.996 |
| 3374 | Khalid Alvi                   | 26.97   | 27.07  | 0.996 |
| 3375 | Sagheer Abbas                 | 26.36   | 26.46  | 0.995 |
| 3376 | Charles Coventry              | 27.43   | 27.54  | 0.995 |
| 3377 | Ankit Sharma                  | 32.35   | 32.49  | 0.995 |
| 3378 | Ewart Astill                  | 22.55   | 22.65  | 0.995 |
| 3379 | Amila Ratnayake               | 24.14   | 24.25  | 0.995 |
| 3380 | Priyantha Siriwardene         | 21.16   | 21.26  | 0.995 |
| 3381 | Dick Blaker                   | 22.61   | 22.72  | 0.995 |
| 3382 | Pravin Desai                  | 25.61   | 25.74  | 0.994 |
| 3383 | Wayne Truter                  | 26.37   | 26.51  | 0.994 |
| 3384 | Ernest Bromley                | 28.54   | 28.70  | 0.994 |
| 3385 | Roy Silva                     | 23.95   | 24.09  | 0.994 |
| 3386 | Sammy-Joe Avontuur            | 25.10   | 25.25  | 0.994 |
| 3387 | Aubrey Hill                   | 24.99   | 25.14  | 0.994 |
| 3388 | Cyril Allcott                 | 27.93   | 28.10  | 0.993 |
| 3389 | Ian Howell                    | 26.90   | 27.07  | 0.993 |
| 3390 | Arun Harinath                 | 30.96   | 31.15  | 0.993 |
| 3391 | Eric Bickmore                 | 23.23   | 23.39  | 0.993 |
| 3392 | Robert Clifford               | 11.81   | 11.89  | 0.993 |
| 3393 | Kaushal Lokuarachchi          | 27.86   | 28.06  | 0.992 |
| 3394 | Rauf Akbar                    | 24.55   | 24.72  | 0.992 |
| 3395 | Andrew Gait                   | 26.66   | 26.85  | 0.992 |
| 3396 | William Davis                 | 21.10   | 21.27  | 0.992 |
| 3397 | Cyril Wilkinson               | 25.32   | 25.53  | 0.992 |
| 3398 | Rakesh Tandon                 | 24.53   | 24.72  | 0.991 |
| 3399 | Pat Symcox                    | 26.28   | 26.50  | 0.991 |
| 3400 | John Challen                  | 19.71   | 19.87  | 0.991 |
| 3401 | Ron Hart                      | 29.51   | 29.76  | 0.991 |
| 3402 | Stewart Storey                | 25.06   | 25.26  | 0.991 |
| 3403 | Frederick Miller              | 14.49   | 14.61  | 0.991 |
| 3404 | Ron Tindall                   | 24.86   | 25.07  | 0.991 |
| 3405 | Charles Green                 | 16.92   | 17.06  | 0.991 |
| 3406 | Shrimp Leveson Gower          | 23.72   | 23.92  | 0.991 |
| 3407 | David Shepherd                | 24.47   | 24.69  | 0.991 |
| 3408 | Robert White                  | 32.98   | 33.27  | 0.991 |
| 3409 | William Tyldesley             | 22.91   | 23.13  | 0.990 |
| 3410 | Allan Green                   | 28.94   | 29.23  | 0.990 |
| 3411 | Sydney Crosfield              | 14.90   | 15.05  | 0.989 |
| 3412 | Len Creese                    | 24.06   | 24.31  | 0.989 |
| 3413 | Fred Wyld                     | 14.32   | 14.47  | 0.989 |
| 3414 | John Daniell                  | 21.94   | 22.18  | 0.989 |
| 3415 | Kagiso Rapulana               | 27.49   | 27.78  | 0.989 |
| 3416 | William Cropper               | 15.00   | 15.17  | 0.989 |
| 3417 | Asif Ahmed                    | 26.65   | 26.95  | 0.989 |
| 3418 | Keith Greenfield              | 29.58   | 29.91  | 0.988 |
| 3419 | Jack Worrall                  | 20.99   | 21.22  | 0.988 |
| 3420 | Mike Griffith                 | 24.35   | 24.63  | 0.988 |
| 3421 | Cliff Deacon                  | 30.56   | 30.92  | 0.988 |
| 3422 | Don Tallon                    | 29.14   | 29.49  | 0.988 |
| 3423 | Morne Strydom                 | 26.55   | 26.87  | 0.988 |
| 3424 | Lee Barnard                   | 25.91   | 26.22  | 0.987 |
| 3425 | Steven Crook                  | 31.83   | 32.22  | 0.987 |
| 3426 | Sadagoppan Mahesh             | 32.55   | 32.95  | 0.987 |
| 3427 | Praveen Hingnikar             | 29.52   | 29.89  | 0.987 |
| 3428 | James Dean                    | 10.54   | 10.67  | 0.987 |
| 3429 | Harold Marriott               | 22.21   | 22.49  | 0.987 |
| 3430 | Vijay Dahiya                  | 33.63   | 34.06  | 0.987 |
| 3431 | John Springall                | 25.88   | 26.21  | 0.987 |
| 3432 | Mangala Jayasena              | 22.06   | 22.34  | 0.987 |
| 3433 | Thami Tsolekile               | 30.43   | 30.83  | 0.987 |
| 3434 | Shane Deitz                   | 30.76   | 31.16  | 0.987 |
| 3435 | George Griffith               | 15.94   | 16.15  | 0.986 |
| 3436 | David White                   | 28.97   | 29.36  | 0.986 |
| 3437 | Graham Rose                   | 30.76   | 31.17  | 0.986 |
| 3438 | Chandana Mahesh               | 23.49   | 23.81  | 0.986 |
| 3439 | Nasim-ul-Ghani                | 28.59   | 28.99  | 0.986 |
| 3440 | Peter McGlashan               | 29.57   | 29.98  | 0.986 |
| 3441 | David Blake                   | 24.24   | 24.57  | 0.986 |
| 3442 | William Bowra                 | 12.78   | 12.96  | 0.986 |
| 3443 | Robert Grimston               | 10.03   | 10.17  | 0.985 |
| 3444 | Charles Smith                 | 16.39   | 16.63  | 0.985 |
| 3445 | Lee Germon                    | 29.18   | 29.61  | 0.985 |
| 3446 | Daniel Harris                 | 31.11   | 31.58  | 0.985 |
| 3447 | Ben Hutton                    | 33.21   | 33.71  | 0.985 |
| 3448 | Alex Bowell                   | 24.13   | 24.50  | 0.984 |
| 3449 | Henry Martyn                  | 24.60   | 24.99  | 0.984 |
| 3450 | Lesiba Ngoepe                 | 27.38   | 27.81  | 0.984 |
| 3451 | Iqbal Abdulla                 | 32.20   | 32.71  | 0.984 |
| 3452 | Alex Hughes                   | 27.64   | 28.09  | 0.984 |
| 3453 | Nadeem Shahid                 | 31.02   | 31.53  | 0.983 |
| 3454 | Cloudesley Marsham            | 22.78   | 23.16  | 0.983 |
| 3455 | Hugh Owen                     | 21.37   | 21.73  | 0.983 |
| 3456 | Lankford Smith                | 24.52   | 24.95  | 0.983 |
| 3457 | Dushan Vimukthi               | 27.91   | 28.40  | 0.982 |
| 3458 | Spencer Block                 | 27.95   | 28.45  | 0.982 |
| 3459 | Tom New                       | 30.54   | 31.11  | 0.981 |
| 3460 | Grant Elliott                 | 30.57   | 31.14  | 0.981 |
| 3461 | Ahmed Said                    | 24.21   | 24.67  | 0.981 |
| 3462 | Derick Parry                  | 26.86   | 27.37  | 0.981 |
| 3463 | Claude Jennings               | 25.55   | 26.04  | 0.981 |
| 3464 | Alan Jordaan                  | 25.26   | 25.75  | 0.980 |
| 3465 | Gavin Rennie                  | 28.92   | 29.49  | 0.980 |
| 3466 | Reginald Rice                 | 20.07   | 20.46  | 0.980 |
| 3467 | Learie Constantine            | 24.05   | 24.53  | 0.980 |
| 3468 | Reg Santall                   | 24.93   | 25.42  | 0.980 |
| 3469 | Manoj Mudgal                  | 31.31   | 31.94  | 0.980 |
| 3470 | Nipper Nicholson              | 24.76   | 25.26  | 0.980 |
| 3471 | Barry Knight                  | 25.69   | 26.21  | 0.980 |
| 3472 | Nigel Howard                  | 24.70   | 25.20  | 0.980 |
| 3473 | Mohammad Fayyaz               | 24.01   | 24.50  | 0.980 |
| 3474 | Umar Rasheed                  | 25.42   | 25.94  | 0.979 |
| 3475 | Simon Kellett                 | 30.46   | 31.09  | 0.979 |
| 3476 | Tillakaratne Sampath          | 26.78   | 27.34  | 0.979 |
| 3477 | Chris Duckworth               | 22.96   | 23.45  | 0.979 |
| 3478 | Tom Fell                      | 28.82   | 29.43  | 0.979 |
| 3479 | Piet Botha                    | 25.68   | 26.23  | 0.978 |
| 3480 | David Capel                   | 29.68   | 30.33  | 0.978 |
| 3481 | Peter Williams                | 24.60   | 25.14  | 0.978 |
| 3482 | Vinayak Samant                | 28.19   | 28.81  | 0.978 |
| 3483 | Frank Walters                 | 20.17   | 20.61  | 0.978 |
| 3484 | Tom Whittington               | 19.84   | 20.28  | 0.978 |
| 3485 | Edwin Napper                  | 11.30   | 11.55  | 0.978 |
| 3486 | Daminda Ranaweera             | 24.37   | 24.91  | 0.978 |
| 3487 | Phil Slocombe                 | 27.63   | 28.25  | 0.978 |
| 3488 | Geoffrey Legge                | 24.89   | 25.46  | 0.977 |
| 3489 | Jon Hardy                     | 29.85   | 30.52  | 0.977 |
| 3490 | Arthur McIntyre               | 22.83   | 23.35  | 0.977 |
| 3491 | Rasmi Jinan                   | 22.90   | 23.42  | 0.977 |
| 3492 | Billy Neale                   | 23.75   | 24.29  | 0.977 |
| 3493 | Percy Fender                  | 26.65   | 27.26  | 0.977 |
| 3494 | Donald Tiripano               | 26.04   | 26.64  | 0.977 |
| 3495 | Daitala Meherbaba             | 24.08   | 24.64  | 0.977 |
| 3496 | Roger Kynaston                | 9.15    | 9.36   | 0.977 |
| 3497 | Gionne Koopman                | 25.35   | 25.95  | 0.977 |
| 3498 | Muditha Maduwantha            | 21.21   | 21.71  | 0.976 |
| 3499 | Ted Badcock                   | 25.62   | 26.23  | 0.976 |
| 3500 | Daniel Vettori                | 29.62   | 30.32  | 0.976 |
| 3501 | Sadanand Viswanath            | 30.66   | 31.39  | 0.976 |
| 3502 | Nigel Felton                  | 30.12   | 30.84  | 0.976 |
| 3503 | Joseph Bowden                 | 20.57   | 21.06  | 0.976 |
| 3504 | Robert Turner                 | 30.70   | 31.44  | 0.976 |
| 3505 | Bryan Yuile                   | 24.67   | 25.27  | 0.976 |
| 3506 | Bertie Buse                   | 22.69   | 23.25  | 0.976 |
| 3507 | Jonathan Batty                | 31.44   | 32.21  | 0.976 |
| 3508 | Dave Richardson               | 26.95   | 27.61  | 0.976 |
| 3509 | John Ferrandi                 | 23.39   | 23.97  | 0.975 |
| 3510 | Tom Armitage                  | 13.88   | 14.23  | 0.975 |
| 3511 | Harry Sharp                   | 26.10   | 26.76  | 0.975 |
| 3512 | Box Case                      | 22.09   | 22.65  | 0.975 |
| 3513 | Freddie Brown                 | 27.36   | 28.05  | 0.975 |
| 3514 | Mervyn Waite                  | 27.77   | 28.49  | 0.974 |
| 3515 | Francis Roberts               | 20.36   | 20.90  | 0.974 |
| 3516 | Hugh Watts                    | 25.50   | 26.17  | 0.974 |
| 3517 | Alfred Tinsley                | 16.64   | 17.08  | 0.974 |
| 3518 | Johannes van Heerden          | 24.03   | 24.66  | 0.974 |
| 3519 | Simon Hinks                   | 29.05   | 29.82  | 0.973 |
| 3520 | Quintin McMillan              | 26.78   | 27.51  | 0.973 |
| 3521 | Austin Parsons                | 26.34   | 27.06  | 0.973 |
| 3522 | Jayendrasinh Ghorpade         | 26.02   | 26.73  | 0.973 |
| 3523 | Prince Bartholomew            | 23.85   | 24.50  | 0.973 |
| 3524 | Henry Royston                 | 10.44   | 10.72  | 0.973 |
| 3525 | Ashan Ranaweera               | 20.50   | 21.07  | 0.972 |
| 3526 | George Shelmerdine            | 23.39   | 24.04  | 0.972 |
| 3527 | Gilbert Curgenven             | 20.97   | 21.56  | 0.972 |
| 3528 | Neil Burns                    | 30.47   | 31.33  | 0.972 |
| 3529 | Stewart Walters               | 31.00   | 31.88  | 0.972 |
| 3530 | Mohammad Waqas                | 23.88   | 24.56  | 0.972 |
| 3531 | Peter Delisle                 | 22.33   | 22.97  | 0.972 |
| 3532 | Ravi Ratnayeke                | 28.52   | 29.34  | 0.972 |
| 3533 | Tonito Willett                | 25.04   | 25.77  | 0.971 |
| 3534 | Jason Laney                   | 29.82   | 30.70  | 0.971 |
| 3535 | Charles Ellis                 | 14.38   | 14.80  | 0.971 |
| 3536 | Jack Taylor                   | 29.09   | 29.96  | 0.970 |
| 3537 | Haseeb Azam                   | 21.54   | 22.19  | 0.970 |
| 3538 | Dirk de Vos                   | 26.31   | 27.11  | 0.970 |
| 3539 | Syed Kirmani                  | 30.15   | 31.07  | 0.970 |
| 3540 | Mohamed Zahid                 | 23.38   | 24.10  | 0.970 |
| 3541 | Charlie Hemphrey              | 28.93   | 29.83  | 0.969 |
| 3542 | Aamer Sohail                  | 21.28   | 21.95  | 0.969 |
| 3543 | Samith Dushantha              | 24.24   | 25.00  | 0.969 |
| 3544 | Amit Sharma                   | 28.08   | 28.97  | 0.969 |
| 3545 | Hannan Sarkar                 | 25.24   | 26.05  | 0.968 |
| 3546 | Brian Crump                   | 23.88   | 24.65  | 0.968 |
| 3547 | Tony Penberthy                | 30.05   | 31.01  | 0.968 |
| 3548 | Dilshan Vitharana             | 24.32   | 25.11  | 0.968 |
| 3549 | Brian Ward                    | 23.64   | 24.41  | 0.968 |
| 3550 | George Stephens               | 21.50   | 22.20  | 0.968 |
| 3551 | Mukhtar Ali                   | 26.45   | 27.32  | 0.968 |
| 3552 | Charlie Bull                  | 23.61   | 24.38  | 0.968 |
| 3553 | Murray Parker                 | 25.02   | 25.84  | 0.968 |
| 3554 | Eldine Baptiste               | 27.73   | 28.64  | 0.968 |
| 3555 | Sachith Pathirana             | 27.10   | 28.00  | 0.967 |
| 3556 | Eddie Phillipson              | 25.76   | 26.61  | 0.967 |
| 3557 | Luke Wood                     | 26.80   | 27.69  | 0.967 |
| 3558 | Karsan Ghavri                 | 28.66   | 29.61  | 0.967 |
| 3559 | Afaq Hussain                  | 24.54   | 25.36  | 0.967 |
| 3560 | Billy Kingston                | 18.69   | 19.32  | 0.967 |
| 3561 | George Vials                  | 18.13   | 18.74  | 0.967 |
| 3562 | Alfred Diver                  | 12.23   | 12.64  | 0.967 |
| 3563 | Darshan Misal                 | 29.82   | 30.83  | 0.967 |
| 3564 | Jamaluddin                    | 25.51   | 26.38  | 0.967 |
| 3565 | Frank Phillips                | 23.17   | 23.96  | 0.967 |
| 3566 | Joe Weatherley                | 25.37   | 26.24  | 0.966 |
| 3567 | Joe Sayers                    | 33.07   | 34.21  | 0.966 |
| 3568 | Daljit Singh                  | 20.72   | 21.43  | 0.966 |
| 3569 | John Shepherd                 | 26.34   | 27.26  | 0.966 |
| 3570 | Paul Romaines                 | 28.39   | 29.37  | 0.966 |
| 3571 | Tahir Rasheed                 | 25.23   | 26.10  | 0.966 |
