+--------------------------+--------------------------+-------+
| Batter                   | Fielder                  | Count |
| Dilip Vengsarkar         | Kim Hughes               | 1     |
| Kapil Dev                | Trevor Chappell          | 1     |
| Greg Chappell            | Gundappa Viswanath       | 1     |
| John Wright              | Trevor Chappell          | 1     |
| John Parker              | Len Pascoe               | 1     |
| Sir Richard Hadlee       | Rodney Hogg              | 1     |
| Greg Chappell            | Jeremy Coney             | 1     |
| Greg Chappell            | Yashpal Sharma           | 1     |
| Kim Hughes               | Kapil Dev                | 1     |
| Trevor Chappell          | Dilip Vengsarkar         | 1     |
| Shaun Graf               | Kirti Azad               | 1     |
| Geoff Howarth            | Sandeep Patil            | 1     |
| Mark Burgess             | Gundappa Viswanath       | 1     |
| Roger Binny              | Lance Cairns             | 1     |
| Kirti Azad               | John Parker              | 1     |
| Greg Chappell            | Mark Burgess             | 1     |
| Dennis Lillee            | Jeremy Coney             | 1     |
| Bruce Edgar              | Doug Walters             | 1     |
| Geoff Howarth            | Allan Border             | 1     |
| Lance Cairns             | Max Walker               | 1     |
| Graeme Wood              | Mark Burgess             | 1     |
| Martin Kent              | Geoff Howarth            | 1     |
| Rod Marsh                | Jeremy Coney             | 1     |
| Allan Border             | Jeremy Coney             | 1     |
| Dennis Lillee            | Lance Cairns             | 1     |
| Lance Cairns             | Trevor Chappell          | 1     |
| Allan Border             | Mark Burgess             | 1     |
| Allan Border             | John Parker              | 1     |
| Greg Chappell            | Bruce Edgar              | 1     |
| Martin Kent              | Bruce Edgar              | 1     |
| John Wright              | Martin Kent              | 1     |
| Mark Burgess             | Trevor Chappell          | 1     |
| Paul McEwan              | Graeme Wood              | 1     |
| John Parker              | Trevor Chappell          | 1     |
| Geoff Howarth            | Martin Kent              | 1     |
| Paul McEwan              | Rodney Hogg              | 1     |
| Desmond Haynes           | John Emburey             | 1     |
| Faoud Bacchus            | Graham Stevenson         | 1     |
| Sir Clive Lloyd          | Peter Willey             | 1     |
| Geoff Boycott            | Everton Mattis           | 1     |
| Graham Gooch             | Sir Clive Lloyd          | 1     |
| John Wright              | Roger Binny              | 1     |
| Jock Edwards             | Chetan Chauhan           | 1     |
| Geoff Howarth            | Yograj Singh             | 1     |
| Yashpal Sharma           | Jock Edwards             | 1     |
| Roger Binny              | Jock Edwards             | 1     |
| Yograj Singh             | Sir Richard Hadlee       | 1     |
| Jock Edwards             | Dilip Vengsarkar         | 1     |
| Geoff Howarth            | Chetan Chauhan           | 1     |
| Jeremy Coney             | Dilip Vengsarkar         | 1     |
| Ian Smith                | Dilip Vengsarkar         | 1     |
| Sir Richard Hadlee       | Kirti Azad               | 1     |
| Gary Robertson           | Sandeep Patil            | 1     |
| Roger Binny              | Geoff Howarth            | 1     |
| Karsan Ghavri            | John Wright              | 1     |
| Mike Gatting             | Everton Mattis           | 1     |
| Roland Butcher           | Desmond Haynes           | 1     |
| John Emburey             | Colin Croft              | 1     |
| Viv Richards             | Graham Stevenson         | 1     |
| Martin Kent              | Graham Gooch             | 1     |
| Graham Gooch             | Martin Kent              | 1     |
| David Gower              | Martin Kent              | 1     |
| Jim Love                 | Ray Bright               | 1     |
| Graeme Wood              | Bob Willis               | 1     |
| Rod Marsh                | Jim Love                 | 1     |
| Peter Willey             | Graeme Wood              | 1     |
| John Dyson               | Graham Gooch             | 1     |
| Kim Hughes               | Mike Gatting             | 1     |
| Allan Border             | Robin Jackman            | 1     |
| Trevor Chappell          | Graham Gooch             | 1     |
| Geoff Humpage            | Allan Border             | 1     |
| Gordon Greenidge         | Rizwan-uz-Zaman          | 1     |
| Faoud Bacchus            | Rizwan-uz-Zaman          | 1     |
| Andy Roberts             | Mansoor Akhtar           | 1     |
| Rizwan-uz-Zaman          | Andy Roberts             | 1     |
| Majid Khan               | Faoud Bacchus            | 1     |
| Rick Darling             | Sarfraz Nawaz            | 1     |
| Mansoor Akhtar           | Bruce Yardley            | 1     |
| Sir Clive Lloyd          | Jeff Thomson             | 1     |
| David Murray             | Shaun Graf               | 1     |
| Gundappa Viswanath       | Geoff Cook               | 1     |
| Madan Lal                | John Lever               | 1     |
| Geoff Cook               | Gundappa Viswanath       | 1     |
| Mudassar Nazar           | Gordon Greenidge         | 1     |
| Ijaz Faqih               | Sir Clive Lloyd          | 1     |
| Ashraf Ali               | Faoud Bacchus            | 1     |
| Sir Clive Lloyd          | Tahir Naqqash            | 1     |
| Michael Holding          | Wasim Raja               | 1     |
| Allan Border             | Wasim Raja               | 1     |
| Dennis Lillee            | Sarfraz Nawaz            | 1     |
| Zaheer Abbas             | Terry Alderman           | 1     |
| Imran Khan               | Rick Darling             | 1     |
| Sarfraz Nawaz            | Rick Darling             | 1     |
| Greg Chappell            | Javed Miandad            | 1     |
| Mudassar Nazar           | Terry Alderman           | 1     |
| Mudassar Nazar           | Viv Richards             | 1     |
| Mohsin Khan              | Sir Clive Lloyd          | 1     |
| Javed Miandad            | Faoud Bacchus            | 1     |
| Wasim Raja               | Desmond Haynes           | 1     |
| Ijaz Faqih               | Desmond Haynes           | 1     |
| Sarfraz Nawaz            | Andy Roberts             | 1     |
| Greg Chappell            | Desmond Haynes           | 1     |
| Allan Border             | Faoud Bacchus            | 1     |
| Kim Hughes               | Michael Holding          | 1     |
| Faoud Bacchus            | Jeff Thomson             | 1     |
| Keith Fletcher           | Kirti Azad               | 1     |
| Kirti Azad               | David Gower              | 1     |
| Kapil Dev                | Bob Willis               | 1     |
| Zaheer Abbas             | Bruce Laird              | 1     |
| Javed Miandad            | Rick Darling             | 1     |
| Graeme Wood              | Wasim Raja               | 1     |
| Rod Marsh                | Javed Miandad            | 1     |
| Graeme Wood              | Gordon Greenidge         | 1     |
| Greg Chappell            | Gus Logie                | 1     |
| Rick Darling             | Michael Holding          | 1     |
| Bruce Yardley            | Gus Logie                | 1     |
| Viv Richards             | Geoff Lawson             | 1     |
| Larry Gomes              | Bruce Laird              | 1     |
| Wasim Raja               | Gus Logie                | 1     |
| Rod Marsh                | Zaheer Abbas             | 1     |
| Zaheer Abbas             | Allan Border             | 1     |
| Sarfraz Nawaz            | Kim Hughes               | 1     |
| Tahir Naqqash            | Dennis Lillee            | 1     |
| Mansoor Akhtar           | Gordon Greenidge         | 1     |
| Zaheer Abbas             | Sir Clive Lloyd          | 1     |
| Javed Miandad            | Sir Clive Lloyd          | 1     |
| Sarfraz Nawaz            | Sylvester Clarke         | 1     |
| Iqbal Qasim              | Gordon Greenidge         | 1     |
| Viv Richards             | Imran Khan               | 1     |
| Andy Roberts             | Sarfraz Nawaz            | 1     |
| Rick McCosker            | Faoud Bacchus            | 1     |
| Greg Chappell            | Gordon Greenidge         | 1     |
| Viv Richards             | Dennis Lillee            | 1     |
| Sir Clive Lloyd          | Allan Border             | 1     |
| Andy Roberts             | Graeme Wood              | 1     |
| Graeme Wood              | Andy Roberts             | 1     |
| Rick Darling             | Sylvester Clarke         | 1     |
| Viv Richards             | Graeme Wood              | 1     |
| Sir Clive Lloyd          | Len Pascoe               | 1     |
| Jeff Dujon               | Kim Hughes               | 1     |
| Rick Darling             | Faoud Bacchus            | 1     |
| Rod Marsh                | Faoud Bacchus            | 1     |
| Desmond Haynes           | John Dyson               | 1     |
| Viv Richards             | John Dyson               | 1     |
