+------------+---------------------+----------+----------------------------+------------+
| Start Over | Bowler              | Analysis | Match                      | StartDate  |
| 0.3        | Z Khan              | 5/91     | India v Australia          | 2008-10-09 |
| 0.3        | SL Malinga          | 5/50     | Sri Lanka v India          | 2010-07-18 |
| 0.3        | CS Martin           | 5/63     | New Zealand v India        | 2010-11-04 |
| 0.3        | CS Martin           | 6/26     | New Zealand v Zimbabwe     | 2012-01-26 |
| 0.3        | JE Taylor           | 6/47     | West Indies v Australia    | 2015-06-11 |
| 0.3        | SCJ Broad           | 8/15     | England v Australia        | 2015-08-06 |
| 0.2        | J Srinath           | 5/95     | India v New Zealand        | 1999-01-02 |
| 0.2        | CA Walsh            | 6/80     | West Indies v South Africa | 1999-01-15 |
| 0.2        | CA Walsh            | 5/39     | West Indies v Australia    | 1999-03-26 |
| 0.2        | J Srinath           | 5/60     | India v Zimbabwe           | 2000-11-18 |
| 0.2        | GD McGrath          | 5/49     | Australia v England        | 2001-08-02 |
| 0.2        | DR Tuffey           | 6/54     | New Zealand v England      | 2002-03-30 |
| 0.2        | SE Bond             | 6/51     | New Zealand v Zimbabwe     | 2005-08-15 |
| 0.2        | Shoaib Akhtar       | 5/71     | Pakistan v England         | 2005-11-29 |
| 0.2        | VD Philander        | 5/70     | South Africa v Australia   | 2011-11-17 |
| 0.2        | JM Anderson         | 6/42     | England v West Indies      | 2015-05-01 |
| 0.2        | Nayeem Hasan        | 5/82     | Bangladesh v Zimbabwe      | 2020-02-22 |
| 0.1        | AR Caddick          | 5/32     | England v New Zealand      | 1999-07-01 |
| 0.1        | PT Collins          | 5/26     | West Indies v Bangladesh   | 2002-12-08 |
| 0.1        | SM Pollock          | 6/39     | South Africa v England     | 2003-08-14 |
| 0.1        | CS Martin           | 5/104    | New Zealand v South Africa | 2004-03-18 |
| 0.1        | IK Pathan           | 5/32     | India v Bangladesh         | 2004-12-17 |
| 0.1        | B Lee               | 5/69     | Australia v South Africa   | 2006-03-24 |
| 0.1        | Z Khan              | 5/34     | India v Bangladesh         | 2007-05-25 |
| 0.1        | RJ Sidebottom       | 5/88     | England v West Indies      | 2007-06-15 |
| 0.1        | DW Steyn            | 5/51     | South Africa v England     | 2010-01-14 |
| 0.1        | RJ Harris           | 5/62     | Australia v Sri Lanka      | 2011-08-31 |
| 0.1        | MA Starc            | 5/44     | Australia v Sri Lanka      | 2016-08-04 |
| 0.1        | DW Steyn            | 5/33     | South Africa v New Zealand | 2016-08-27 |
| 0.1        | M Morkel            | 5/21     | South Africa v Zimbabwe    | 2017-12-26 |
| 0.1        | R Ashwin            | 6/61     | India v England            | 2021-02-05 |
| 0.1        | AR Patel            | 5/32     | India v England            | 2021-02-24 |
+------------+---------------------+----------+----------------------------+------------+
